order_id,order_date,ship_date,customer_id,customer_name,segment,city,state,region,total_sales,total_items,total_discount,total_profit,num_products
CA-2014-104402,6/17/2014,6/23/2014,DB-13660,Duane Benoit,Consumer,Newark,Delaware,East,65.97,3,0.0,31.0059,1
CA-2014-104472,6/2/2014,6/7/2014,CK-12325,Christine Kargatis,Home Office,Orem,Utah,West,133.128,9,0.2,41.4336,2
CA-2014-104563,3/7/2014,3/12/2014,CM-12715,Craig Molinari,Corporate,Seattle,Washington,West,1143.822,18,0.4,85.5106,4
CA-2014-104738,12/30/2014,1/1/2015,SP-20620,Stefania Perrino,Corporate,Laredo,Texas,Central,609.614,13,1.6,63.2508,5
CA-2014-104773,12/8/2014,12/13/2014,TB-21175,Thomas Boland,Corporate,Houston,Texas,Central,60.416,2,0.2,6.0416,1
CA-2014-104780,5/21/2014,5/25/2014,BT-11530,Bradley Talbott,Home Office,San Diego,California,West,31.84,8,0.0,10.5072,1
CA-2014-104808,2/4/2014,2/8/2014,MH-17440,Mark Haberlin,Corporate,Escondido,California,West,17.248,2,0.2,6.0368,1
CA-2014-104829,11/18/2014,11/21/2014,JG-15805,John Grady,Corporate,Provo,Utah,West,21.98,7,0.0,9.891,1
CA-2014-104976,12/9/2014,12/16/2014,CK-12760,Cyma Kinney,Corporate,San Francisco,California,West,34.68,6,0.0,16.9932,1
CA-2014-105165,9/7/2014,9/10/2014,SZ-20035,Sam Zeldin,Home Office,Houston,Texas,Central,469.043,13,1.7,-12.3729,5
CA-2014-105172,4/4/2014,4/9/2014,PK-18910,Paul Knutson,Home Office,San Francisco,California,West,18.9,6,0.0,9.072,1
CA-2014-105249,11/28/2014,11/28/2014,DH-13675,Duane Huffman,Home Office,San Francisco,California,West,460.092,10,0.15,15.18,3
CA-2014-105270,11/11/2014,11/18/2014,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,143.128,4,0.2,19.1896,2
CA-2014-105340,11/22/2014,11/25/2014,EH-14185,Evan Henry,Consumer,Pasadena,Texas,Central,6.928,1,0.8,-11.0848,1
CA-2014-105417,1/7/2014,1/12/2014,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,Central,87.158,10,1.4,-71.9621,2
CA-2014-105648,3/3/2014,3/7/2014,EJ-14155,Eva Jacobs,Consumer,San Diego,California,West,626.352,3,0.2,-23.4882,1
CA-2014-105872,5/30/2014,6/6/2014,JG-15160,James Galang,Consumer,New York City,New York,East,70.368,4,0.2,26.388,1
CA-2014-105893,11/11/2014,11/18/2014,PK-19075,Pete Kriz,Consumer,Madison,Wisconsin,Central,665.88,6,0.0,13.3176,1
CA-2014-105984,11/24/2014,11/24/2014,MY-18295,Muhammed Yedwab,Corporate,Columbus,Ohio,East,1661.028,8,0.7,-244.9116,2
CA-2014-106054,1/6/2014,1/7/2014,JO-15145,Jack O'Briant,Corporate,Athens,Georgia,South,12.78,3,0.0,5.2398,1
CA-2014-106229,6/7/2014,6/11/2014,NR-18550,Nick Radford,Consumer,Aurora,Illinois,Central,268.935,3,0.5,-209.7693,1
CA-2014-106264,12/26/2014,12/30/2014,CK-12595,Clytie Kelty,Consumer,San Diego,California,West,15.39,5,0.0,1.2327,2
CA-2014-106376,12/5/2014,12/10/2014,BS-11590,Brendan Sweed,Corporate,Gilbert,Arizona,West,1280.992,12,0.4,174.2904,2
CA-2014-106439,10/31/2014,11/4/2014,GG-14650,Greg Guthrie,Corporate,Los Angeles,California,West,1007.936,45,0.6,122.5435,9
CA-2014-106572,9/5/2014,9/10/2014,NP-18700,Nora Preis,Consumer,Bowling Green,Ohio,East,264.32,2,0.2,19.824,1
CA-2014-106719,8/24/2014,8/24/2014,RB-19645,Robert Barroso,Corporate,Billings,Montana,West,8.288,2,0.2,2.6936,1
CA-2014-106726,12/6/2014,12/8/2014,RS-19765,Roland Schwarz,Corporate,Los Angeles,California,West,1261.33,7,0.0,327.9458,1
CA-2014-106803,12/29/2014,1/2/2015,DC-13285,Debra Catini,Consumer,Cottage Grove,Minnesota,Central,144.36,6,0.0,54.7968,2
CA-2014-106810,5/14/2014,5/20/2014,AJ-10795,Anthony Johnson,Corporate,Saint Petersburg,Florida,South,310.88,2,0.2,23.316,1
CA-2014-106971,9/2/2014,9/8/2014,BM-11785,Bryan Mills,Consumer,Buffalo Grove,Illinois,Central,475.944,7,0.2,95.1888,1
CA-2014-107139,7/5/2014,7/11/2014,DP-13390,Dennis Pardue,Home Office,Los Angeles,California,West,180.96,6,0.2,67.86,1
CA-2014-107153,9/28/2014,10/3/2014,GZ-14545,George Zrebassa,Corporate,Lawrence,Massachusetts,East,46.26,3,0.0,12.4902,1
CA-2014-107181,2/4/2014,2/8/2014,DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,117.136,7,0.2,45.1064,2
CA-2014-107398,8/25/2014,8/30/2014,BS-11590,Brendan Sweed,Corporate,Columbus,Ohio,East,30.246,15,2.1,-23.544,3
CA-2014-107454,11/2/2014,11/6/2014,RD-19720,Roger Demir,Consumer,New York City,New York,East,124.2,13,0.0,40.1574,2
CA-2014-107524,3/2/2014,3/8/2014,KN-16705,Kristina Nunn,Home Office,New York City,New York,East,47.76,7,0.0,22.8112,2
CA-2014-107573,12/12/2014,12/17/2014,PB-19150,Philip Brown,Consumer,Miami,Florida,South,23.472,3,0.2,7.6284,1
CA-2014-107594,7/2/2014,7/6/2014,EH-13945,Eric Hoffmann,Consumer,Plainfield,New Jersey,East,79.56,3,0.0,22.1508,2
CA-2014-107706,2/14/2014,2/19/2014,ST-20530,Shui Tom,Consumer,Houston,Texas,Central,16.176,3,0.2,6.066,1
CA-2014-107755,2/7/2014,2/12/2014,CK-12760,Cyma Kinney,Corporate,Linden,New Jersey,East,115.36,7,0.0,49.6048,1
CA-2014-107769,10/28/2014,11/1/2014,BT-11395,Bill Tyler,Corporate,Garden City,Kansas,Central,257.98,2,0.0,74.8142,1
CA-2014-107811,4/29/2014,5/3/2014,LA-16780,Laura Armstrong,Corporate,Memphis,Tennessee,South,661.504,7,0.4,68.949,2
CA-2014-107818,9/8/2014,9/14/2014,MC-17275,Marc Crier,Consumer,Pasco,Washington,West,1771.52,21,0.2,235.2232,4
CA-2014-107916,8/24/2014,8/26/2014,JP-15460,Jennifer Patt,Corporate,Oceanside,New York,East,25.952,5,0.2,10.8096,2
CA-2014-108147,6/8/2014,6/13/2014,RD-19480,Rick Duston,Consumer,Long Beach,New York,East,1745.36,8,0.2,109.524,2
CA-2014-108182,2/6/2014,2/10/2014,DL-13315,Delfina Latchford,Consumer,Romeoville,Illinois,Central,8.952,2,0.8,-14.7708,1
CA-2014-108189,10/2/2014,10/5/2014,ES-14080,Erin Smith,Corporate,Tempe,Arizona,West,598.144,18,1.4,133.7632,7
CA-2014-108273,12/16/2014,12/21/2014,EJ-13720,Ed Jacobs,Consumer,Huntsville,Texas,Central,92.856,9,0.8,-62.2518,2
CA-2014-108609,10/31/2014,11/2/2014,AJ-10780,Anthony Jacobs,Corporate,Lorain,Ohio,East,1421.664,8,0.4,-734.5264,1
CA-2014-108707,10/24/2014,10/29/2014,DB-12910,Daniel Byrd,Home Office,Fort Lauderdale,Florida,South,10.368,2,0.2,3.6288,1
CA-2014-108861,5/28/2014,6/1/2014,MM-17260,Magdelene Morse,Consumer,Seattle,Washington,West,136.96,4,0.2,51.36,1
CA-2014-108903,10/3/2014,10/3/2014,DO-13435,Denny Ordway,Consumer,Columbus,Ohio,East,212.952,10,0.6,5.5236,3
CA-2014-109043,8/15/2014,8/17/2014,CS-12355,Christine Sundaresam,Consumer,Hollywood,Florida,South,243.6,10,0.4,46.819,2
CA-2014-109127,12/21/2014,12/25/2014,JC-15775,John Castell,Consumer,Newark,Delaware,East,17.28,6,0.0,7.9488,1
CA-2014-109134,11/5/2014,11/10/2014,DE-13255,Deanra Eno,Home Office,Los Angeles,California,West,20.04,6,0.0,8.8176,1
CA-2014-109218,6/30/2014,7/3/2014,AR-10825,Anthony Rawles,Corporate,Los Angeles,California,West,32.4,5,0.0,10.368,1
CA-2014-109232,1/13/2014,1/16/2014,ND-18370,Natalie DeCherney,Consumer,Mount Pleasant,South Carolina,South,545.94,6,0.0,87.3504,1
CA-2014-109302,8/12/2014,8/16/2014,CS-12175,Charles Sheldon,Corporate,Lakewood,New Jersey,East,196.21,7,0.0,98.105,1
CA-2014-109491,2/20/2014,2/26/2014,LC-16930,Linda Cazamias,Corporate,Richmond,Indiana,Central,82.63,7,0.0,29.3404,2
CA-2014-109680,10/6/2014,10/9/2014,VP-21760,Victoria Pisteka,Corporate,Indianapolis,Indiana,Central,386.34,2,0.0,54.0876,1
CA-2014-109855,9/1/2014,9/5/2014,LH-16900,Lena Hernandez,Consumer,New York City,New York,East,380.744,5,0.2,65.4304,2
CA-2014-109890,7/21/2014,7/27/2014,PG-18820,Patrick Gardner,Consumer,Omaha,Nebraska,Central,35.98,2,0.0,10.0744,1
CA-2014-109897,8/12/2014,8/16/2014,BW-11200,Ben Wallace,Consumer,San Francisco,California,West,891.776,11,0.2,82.0088,2
CA-2014-109904,7/14/2014,7/17/2014,BF-10975,Barbara Fisher,Corporate,New York City,New York,East,17.94,3,0.0,4.485,1
CA-2014-109918,9/7/2014,9/12/2014,LR-17035,Lisa Ryan,Corporate,Santa Clara,California,West,131.84,11,0.2,48.5204,3
CA-2014-109932,12/9/2014,12/11/2014,VP-21760,Victoria Pisteka,Corporate,Brownsville,Texas,Central,247.784,5,0.4,24.4867,2
CA-2014-110030,12/6/2014,12/8/2014,LF-17185,Luke Foster,Consumer,Houston,Texas,Central,23.976,3,0.6,-14.3856,1
CA-2014-110065,8/5/2014,8/11/2014,SP-20650,Stephanie Phelps,Corporate,New York City,New York,East,151.95,8,0.0,43.7397,2
CA-2014-110072,10/22/2014,10/28/2014,MG-17680,Maureen Gastineau,Home Office,Newark,Ohio,East,93.888,4,0.2,12.9096,1
CA-2014-110100,4/25/2014,4/29/2014,LC-16885,Lena Creighton,Consumer,Wilmington,North Carolina,South,302.376,3,0.2,37.797,1
CA-2014-110184,7/12/2014,7/16/2014,BF-11170,Ben Ferrer,Home Office,Los Angeles,California,West,505.686,17,0.2,73.7478,2
CA-2014-110219,5/5/2014,5/8/2014,EB-13870,Emily Burns,Consumer,San Antonio,Texas,Central,127.869,3,0.3,-9.1335,1
CA-2014-110352,11/23/2014,11/29/2014,ED-13885,Emily Ducich,Home Office,Houston,Texas,Central,23.68,2,0.2,8.88,1
CA-2014-110408,10/18/2014,10/20/2014,AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,South,2216.8,14,0.0,444.6902,3
CA-2014-110422,1/21/2014,1/23/2014,TB-21400,Tom Boeckenhauer,Consumer,Miami,Florida,South,25.248,3,0.2,4.1028,1
CA-2014-110527,8/9/2014,8/16/2014,ED-13885,Emily Ducich,Home Office,San Diego,California,West,20.88,8,0.0,9.6048,1
CA-2014-110555,4/11/2014,4/18/2014,MM-18055,Michelle Moray,Consumer,Great Falls,Montana,West,410.104,15,0.2,124.9458,3
CA-2014-110611,10/6/2014,10/13/2014,JD-16015,Joy Daniels,Consumer,Philadelphia,Pennsylvania,East,83.92,5,0.2,-13.637,1
CA-2014-110639,8/23/2014,8/23/2014,RH-19495,Rick Hansen,Consumer,New York City,New York,East,71.84,8,0.0,34.9424,2
CA-2014-110786,12/29/2014,1/2/2015,AJ-10795,Anthony Johnson,Corporate,San Francisco,California,West,1365.63,36,0.6,479.9496,7
CA-2014-110849,4/18/2014,4/23/2014,JL-15835,John Lee,Consumer,Los Angeles,California,West,323.458,15,0.2,108.1437,4
CA-2014-111003,6/1/2014,6/6/2014,CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,East,334.68,9,0.0,104.7888,2
CA-2014-111059,2/3/2014,2/6/2014,TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,97.112,5,0.4,31.5614,2
CA-2014-111150,12/31/2014,1/4/2015,RW-19630,Rob Williams,Corporate,Columbia,Missouri,Central,77.21,14,0.0,27.7354,2
CA-2014-111157,3/2/2014,3/6/2014,NH-18610,Nicole Hansen,Corporate,Philadelphia,Pennsylvania,East,154.624,4,0.4,33.2,2
CA-2014-111192,7/30/2014,8/5/2014,TS-21430,Tom Stivers,Corporate,Seattle,Washington,West,1367.84,8,0.0,259.8896,1
CA-2014-111360,11/24/2014,11/30/2014,AT-10435,Alyssa Tate,Home Office,Akron,Ohio,East,5.742,3,0.7,-4.5936,1
CA-2014-111451,12/26/2014,12/28/2014,KL-16555,Kelly Lampkin,Corporate,Colorado Springs,Colorado,West,855.272,22,1.5,20.8692,5
CA-2014-111500,8/17/2014,8/21/2014,DJ-13510,Don Jones,Corporate,Little Rock,Arkansas,South,484.79,20,0.0,187.7404,4
CA-2014-111773,6/29/2014,7/3/2014,JK-15625,Jim Karlsson,Consumer,New York City,New York,East,13.92,3,0.2,4.872,1
CA-2014-111857,4/23/2014,4/26/2014,NM-18445,Nathan Mautz,Home Office,San Francisco,California,West,48.91,1,0.0,22.9877,1
CA-2014-111871,3/18/2014,3/21/2014,EK-13795,Eileen Kiefer,Home Office,San Francisco,California,West,1198.33,10,0.15,70.49,1
CA-2014-111899,5/4/2014,5/5/2014,NC-18340,Nat Carroll,Consumer,Houston,Texas,Central,43.312,8,0.4,4.6848,2
CA-2014-111934,5/5/2014,5/7/2014,GD-14590,Giulietta Dortch,Corporate,Arlington,Virginia,South,47.32,3,0.0,22.0028,2
CA-2014-111962,9/29/2014,10/4/2014,EB-14170,Evan Bailliet,Consumer,Seattle,Washington,West,817.798,7,0.2,156.6125,2
CA-2014-112158,12/2/2014,12/4/2014,DP-13165,David Philippe,Consumer,New York City,New York,East,1050.6,17,0.4,-41.9396,3
CA-2014-112291,4/3/2014,4/8/2014,KE-16420,Katrina Edelman,Corporate,Los Angeles,California,West,233.45,7,0.0,85.6044,3
CA-2014-112326,1/4/2014,1/8/2014,PO-19195,Phillina Ober,Home Office,Naperville,Illinois,Central,288.06,8,1.2,-65.9901,3
CA-2014-112403,3/31/2014,3/31/2014,JO-15280,Jas O'Carroll,Consumer,Philadelphia,Pennsylvania,East,0.852,1,0.7,-0.5964,1
CA-2014-112718,12/16/2014,12/21/2014,KN-16450,Kean Nguyen,Corporate,Jacksonville,Florida,South,1.167,1,0.7,-0.8558,1
CA-2014-112837,9/11/2014,9/16/2014,LW-17125,Liz Willingham,Consumer,Oxnard,California,West,127.95,3,0.0,21.7515,1
CA-2014-112851,9/17/2014,9/21/2014,NR-18550,Nick Radford,Consumer,Chula Vista,California,West,182.94,3,0.0,85.9818,1
CA-2014-113047,10/24/2014,10/24/2014,AP-10915,Arthur Prichep,Consumer,Rock Hill,South Carolina,South,11.85,3,0.0,3.792,1
CA-2014-113166,12/24/2014,12/26/2014,LF-17185,Luke Foster,Consumer,Miami,Florida,South,9.568,2,0.2,3.4684,1
CA-2014-113257,12/16/2014,12/18/2014,SC-20305,Sean Christensen,Consumer,Beaumont,Texas,Central,328.592,11,0.8,93.4032,2
CA-2014-113271,7/9/2014,7/14/2014,DS-13030,Darrin Sayre,Home Office,San Francisco,California,West,172.097,14,0.35,29.4738,4
CA-2014-113320,12/12/2014,12/15/2014,LH-17155,Logan Haushalter,Consumer,Oakland,California,West,30.72,9,0.0,9.5754,3
CA-2014-113362,9/14/2014,9/19/2014,AJ-10960,Astrea Jones,Consumer,Rochester,New York,East,460.22,8,0.0,14.0752,2
CA-2014-113383,9/10/2014,9/13/2014,SF-20065,Sandra Flanagan,Consumer,Clifton,New Jersey,East,336.82,9,0.0,98.5884,2
CA-2014-113579,12/13/2014,12/15/2014,KD-16345,Katherine Ducich,Consumer,Los Angeles,California,West,90.24,6,0.0,41.5104,1
CA-2014-113768,5/13/2014,5/19/2014,AH-10030,Aaron Hawkins,Corporate,Los Angeles,California,West,287.456,8,0.2,24.7992,2
CA-2014-113859,9/13/2014,9/17/2014,BC-11125,Becky Castell,Home Office,Odessa,Texas,Central,340.116,6,0.3,-9.7176,1
CA-2014-113880,3/1/2014,3/5/2014,VF-21715,Vicky Freymann,Home Office,Elmhurst,Illinois,Central,651.588,9,0.5,-166.4388,2
CA-2014-113887,4/5/2014,4/7/2014,TH-21550,Tracy Hopkins,Home Office,New York City,New York,East,55.48,1,0.0,26.6304,1
CA-2014-113929,6/16/2014,6/21/2014,CK-12205,Chloris Kastensmidt,Consumer,Hempstead,New York,East,115.952,12,0.2,44.2956,3
CA-2014-113964,9/23/2014,9/30/2014,JP-16135,Julie Prescott,Home Office,New York City,New York,East,18.464,4,0.2,6.924,1
CA-2014-114125,7/9/2014,7/13/2014,GH-14410,Gary Hansen,Home Office,Los Angeles,California,West,68.704,11,0.2,19.6202,3
CA-2014-114181,5/10/2014,5/14/2014,AF-10885,Art Foster,Consumer,Philadelphia,Pennsylvania,East,372.285,12,0.7,-211.6773,2
CA-2014-114195,11/1/2014,11/3/2014,EA-14035,Erin Ashbrook,Corporate,Mason,Ohio,East,94.264,7,1.6,-4.2352,3
CA-2014-114251,11/5/2014,11/10/2014,MD-17350,Maribeth Dona,Consumer,Philadelphia,Pennsylvania,East,1476.834,17,1.5,-127.1508,5
CA-2014-114314,10/11/2014,10/15/2014,DB-13555,Dorothy Badders,Corporate,Fayetteville,Arkansas,South,16.23,5,0.0,7.3605,2
CA-2014-114321,8/20/2014,8/25/2014,NC-18535,Nick Crebassa,Corporate,Hampton,Virginia,South,1417.35,16,0.0,575.9101,3
CA-2014-114335,9/28/2014,10/3/2014,XP-21865,Xylona Preis,Consumer,Hollywood,Florida,South,337.088,4,0.2,16.8544,1
CA-2014-114433,5/13/2014,5/17/2014,NP-18325,Naresj Patel,Consumer,Oakland,California,West,149.97,3,0.0,52.4895,1
CA-2014-114510,3/14/2014,3/19/2014,JF-15295,Jason Fortune-,Consumer,Logan,Utah,West,280.276,21,0.4,46.9632,5
CA-2014-114517,12/23/2014,12/27/2014,TH-21235,Tiffany House,Corporate,New York City,New York,East,109.836,5,0.4,-3.7236,2
CA-2014-114643,6/13/2014,6/17/2014,FM-14215,Filia McAdams,Corporate,Los Angeles,California,West,14.52,3,0.0,4.7916,1
CA-2014-114790,3/11/2014,3/13/2014,FM-14215,Filia McAdams,Corporate,Richmond,Kentucky,South,782.63,11,0.0,223.9838,4
CA-2014-115049,9/26/2014,10/1/2014,MM-17920,Michael Moore,Consumer,Chicago,Illinois,Central,153.824,11,0.2,38.456,1
CA-2014-115056,5/2/2014,5/2/2014,AR-10510,Andrew Roberts,Consumer,Columbus,Ohio,East,26.136,3,0.2,1.9602,1
